f1_id,f2_id,f1_name,f2_name,weight_class,f1_knockdowns,f2_knockdowns,f1_sig_strike_atts,f1_sig_strikes,f2_sig_strike_atts,f2_sig_strikes,f1_tot_strike_atts,f1_tot_strikes,f2_tot_strike_atts,f2_tot_strikes,f1_takedown_atts,f1_takedowns,f2_takedown_atts,f2_takedowns,f1_submissions,f2_submissions,f1_reversals,f2_reversals,f1_ctrl_time,f2_ctrl_time,f1_head_strike_atts,f1_head_strikes,f2_head_strike_atts,f2_head_strikes,f1_body_strike_atts,f1_body_strikes,f2_body_strike_atts,f2_body_strikes,f1_leg_strike_atts,f1_leg_strikes,f2_leg_strike_atts,f2_leg_strikes,f1_dist_strike_atts,f1_dist_strikes,f2_dist_strike_atts,f2_dist_strikes,f1_clinch_atts,f1_clinchs,f2_clinch_atts,f2_clinchs,f1_ground_atts,f1_grounds,f2_ground_atts,f2_grounds,total_fight_time,result,fights_url,event_url
626,2267,Katlyn Cerminara,Jennifer Maia,Flyweight,0,0,177,72,171,52,188,81,180,60,4,1,2,0,0,0,0,0,214.0,41.0,136,44,143,31,32,21,8,5,9,7,20,16,171,68,167,48,6,4,4,4,0,0,0,0,900.0,626,http://www.ufcstats.com/fight-details/f9a4e625dffc30d4,http://www.ufcstats.com/event-details/f5585e675af7afd4
73,450,Bill Algeo,Joanderson Brito,Featherweight,0,0,118,59,104,40,176,112,110,46,2,2,4,2,0,0,1,0,302.0,294.0,90,44,83,24,22,10,9,5,6,5,12,11,85,32,97,39,23,17,6,1,10,10,1,0,900.0,73,http://www.ufcstats.com/fight-details/8693027377658e61,http://www.ufcstats.com/event-details/f5585e675af7afd4
1133,1257,Diego Ferreira,Mateusz Gamrot,Lightweight,0,0,101,36,58,25,104,37,67,31,0,0,7,4,0,0,0,0,0.0,65.0,69,18,46,15,23,12,7,5,9,6,5,5,98,35,54,22,3,1,0,0,0,0,4,3,900.0,1257,http://www.ufcstats.com/fight-details/730f14ccff80f3b0,http://www.ufcstats.com/event-details/2a470ad41c22c25a
2128,838,Derrick Lewis,Chris Daukaus,Heavyweight,1,0,28,14,19,10,28,14,19,10,1,0,0,0,0,0,0,0,0.0,0.0,26,12,14,6,1,1,1,1,1,1,4,3,24,11,15,8,4,3,4,2,0,0,0,0,1500.0,2128,http://www.ufcstats.com/fight-details/4b7ec02b39fc6f70,http://www.ufcstats.com/event-details/2a470ad41c22c25a
3723,1035,Cub Swanson,Darren Elkins,Featherweight,1,0,30,18,19,2,30,18,22,5,0,0,2,0,0,0,0,0,9.0,0.0,28,16,18,2,2,2,1,0,0,0,0,0,26,16,19,2,0,0,0,0,4,2,0,0,900.0,3723,http://www.ufcstats.com/fight-details/2a5484a6d5e7a2da,http://www.ufcstats.com/event-details/2a470ad41c22c25a
2923,648,Raquel Pennington,Macy Chiasson,Featherweight,0,0,79,45,86,26,95,61,126,64,0,0,2,1,1,0,0,0,69.0,78.0,48,22,65,16,28,20,18,9,3,3,3,1,71,38,79,22,8,7,6,3,0,0,1,1,900.0,2923,http://www.ufcstats.com/fight-details/85d9a516c3c6c205,http://www.ufcstats.com/event-details/2a470ad41c22c25a
200,3535,Raphael Assuncao,Ricky Simon,Bantamweight,0,1,25,7,30,18,28,10,41,27,0,0,4,2,0,0,0,0,0.0,242.0,17,1,25,13,1,1,4,4,7,5,1,1,25,7,19,10,0,0,0,0,0,0,11,8,900.0,3535,http://www.ufcstats.com/fight-details/a43dcd04788d95c7,http://www.ufcstats.com/event-details/2a470ad41c22c25a
3680,2431,Dustin Stoltzfus,Gerald Meerschaert,Middleweight,0,0,32,12,22,11,72,51,30,19,4,4,1,1,1,3,0,0,447.0,194.0,28,8,19,8,2,2,3,3,2,2,0,0,24,7,21,10,1,0,1,1,7,5,0,0,900.0,2431,http://www.ufcstats.com/fight-details/bdaca0a96d44438a,http://www.ufcstats.com/event-details/2a470ad41c22c25a
2077,3395,Jordan Leavitt,Matt Sayles,Lightweight,0,0,20,9,34,13,37,22,34,13,6,1,1,1,3,1,0,0,168.0,74.0,12,4,14,2,4,1,12,8,4,4,8,3,18,7,34,13,1,1,0,0,1,1,0,0,900.0,2077,http://www.ufcstats.com/fight-details/ea76a3af8c5ecc55,http://www.ufcstats.com/event-details/2a470ad41c22c25a
3737,1676,Justin Tafa,Harry Hunsucker,Heavyweight,1,0,10,5,9,5,10,5,9,5,0,0,1,0,0,1,0,0,62.0,0.0,9,4,5,2,1,1,1,1,0,0,3,2,8,4,9,5,0,0,0,0,2,1,0,0,900.0,3737,http://www.ufcstats.com/fight-details/fc0927c657c51622,http://www.ufcstats.com/event-details/2a470ad41c22c25a
2105,1595,Amanda Lemos,Angela Hill,Strawweight,1,0,114,50,106,48,135,68,138,74,3,0,7,1,0,0,0,1,131.0,264.0,90,32,74,25,16,11,25,18,8,7,7,5,89,36,88,33,9,6,18,15,16,8,0,0,900.0,2105,http://www.ufcstats.com/fight-details/2e200563dd7c4922,http://www.ufcstats.com/event-details/2a470ad41c22c25a
2371,2864,Don'Tale Mayes,Josh Parisian,Heavyweight,0,0,41,25,16,10,147,117,33,24,8,6,2,0,0,0,0,0,692.0,21.0,31,15,11,7,8,8,3,1,2,2,2,2,25,13,11,6,3,3,5,4,13,9,0,0,900.0,2371,http://www.ufcstats.com/fight-details/a760d0f5de2e1aaa,http://www.ufcstats.com/event-details/2a470ad41c22c25a
1086,1281,Sijara Eubanks,Melissa Gatto,Flyweight,0,1,45,14,34,17,68,32,91,64,4,1,1,0,0,0,1,1,365.0,181.0,37,10,27,11,8,4,2,2,0,0,5,4,33,5,29,13,2,2,2,2,10,7,3,2,900.0,1281,http://www.ufcstats.com/fight-details/dd552b389152636a,http://www.ufcstats.com/event-details/2a470ad41c22c25a
3811,2597,Stephen Thompson,Belal Muhammad,Welterweight,0,0,32,19,95,58,67,51,271,171,1,0,9,7,0,1,0,0,52.0,717.0,27,14,92,56,5,5,1,1,0,0,2,1,29,17,10,2,1,1,1,1,2,1,84,55,900.0,2597,http://www.ufcstats.com/fight-details/8b3b38167060b1d7,http://www.ufcstats.com/event-details/2a470ad41c22c25a
1832,1094,Charles Jourdain,Andre Ewell,Featherweight,0,0,228,137,171,56,246,150,176,59,2,0,1,1,0,0,0,0,147.0,35.0,149,70,132,26,40,34,25,16,39,33,14,14,175,95,168,55,31,26,3,1,22,16,0,0,900.0,1832,http://www.ufcstats.com/fight-details/b4f88d65b47c2a39,http://www.ufcstats.com/event-details/2a470ad41c22c25a
3297,3870,Augusto Sakai,Tai Tuivasa,Heavyweight,0,1,29,21,52,34,49,40,62,44,1,0,1,0,0,0,0,0,33.0,118.0,12,6,43,26,13,12,8,8,4,3,1,0,12,5,27,13,17,16,25,21,0,0,0,0,900.0,3870,http://www.ufcstats.com/fight-details/50f2539c73b98eec,http://www.ufcstats.com/event-details/ef927e4fe2117ab8
1870,1264,Kai Kara-France,Cody Garbrandt,Flyweight,2,0,41,23,17,9,41,23,17,9,0,0,1,0,0,0,0,0,6.0,6.0,32,18,10,4,4,1,1,0,5,4,6,5,37,19,17,9,0,0,0,0,4,4,0,0,900.0,1870,http://www.ufcstats.com/fight-details/795aa42785a46643,http://www.ufcstats.com/event-details/ef927e4fe2117ab8
2842,2754,Raulian Paiva,Sean O'Malley,Bantamweight,0,1,47,11,62,39,47,11,63,40,2,0,0,0,0,0,0,0,0.0,2.0,32,2,50,28,6,3,9,8,9,6,3,3,47,11,59,37,0,0,0,0,0,0,3,2,900.0,2754,http://www.ufcstats.com/fight-details/8c01b7dccc4d0926,http://www.ufcstats.com/event-details/ef927e4fe2117ab8
2366,364,Miranda Maverick,Erin Blanchfield,Flyweight,0,0,65,21,69,46,88,42,128,96,1,0,8,7,0,1,0,0,6.0,720.0,52,10,58,35,7,5,9,9,6,6,2,2,60,19,37,19,5,2,5,4,0,0,27,23,900.0,364,http://www.ufcstats.com/fight-details/fc2a30bfb760bdf8,http://www.ufcstats.com/event-details/ef927e4fe2117ab8
2605,127,Andre Muniz,Eryk Anders,Middleweight,0,0,16,8,13,3,20,12,13,3,5,2,1,0,2,0,0,0,138.0,0.0,14,6,8,0,1,1,5,3,1,1,0,0,12,5,12,3,2,2,1,0,2,1,0,0,900.0,2605,http://www.ufcstats.com/fight-details/16243b1470887cb6,http://www.ufcstats.com/event-details/ef927e4fe2117ab8
1475,2492,Ryan Hall,Darrick Minner,Featherweight,0,0,49,40,45,26,180,163,78,56,2,0,1,1,7,0,3,1,337.0,298.0,31,22,33,16,18,18,7,6,0,0,5,4,12,7,31,17,1,1,3,3,36,32,11,6,900.0,1475,http://www.ufcstats.com/fight-details/537a5aa4c248830e,http://www.ufcstats.com/event-details/ef927e4fe2117ab8
2604,785,Pedro Munhoz,Dominick Cruz,Bantamweight,1,0,170,74,274,103,175,79,276,105,1,0,9,1,0,0,0,0,10.0,6.0,128,45,240,79,16,10,23,13,26,19,11,11,168,73,270,100,2,1,3,2,0,0,1,1,900.0,785,http://www.ufcstats.com/fight-details/abb8c6c0a057184e,http://www.ufcstats.com/event-details/ef927e4fe2117ab8
3190,533,Gillian Robertson,Priscila Cachoeira,Flyweight,0,0,43,32,36,20,66,52,39,22,4,1,0,0,1,0,0,0,169.0,6.0,35,26,31,17,5,3,5,3,3,3,0,0,17,9,34,18,2,2,1,1,24,21,1,1,900.0,3190,http://www.ufcstats.com/fight-details/505397f405e40206,http://www.ufcstats.com/event-details/ef927e4fe2117ab8
1051,1686,Josh Emmett,Dan Ige,Featherweight,1,0,165,60,168,70,167,62,171,73,0,0,4,1,0,0,1,0,47.0,21.0,151,51,147,54,12,7,13,9,2,2,8,7,151,48,164,68,7,5,3,1,7,7,1,1,900.0,1051,http://www.ufcstats.com/fight-details/6537a32e7af905b0,http://www.ufcstats.com/event-details/ef927e4fe2117ab8
2739,2912,Amanda Nunes,Julianna Pena,Bantamweight,0,0,99,46,135,79,112,58,147,90,1,1,1,1,0,1,0,0,215.0,25.0,85,36,122,69,3,1,13,10,11,9,0,0,97,44,134,78,0,0,1,1,2,2,0,0,1500.0,2912,http://www.ufcstats.com/fight-details/0b633295d9e017a3,http://www.ufcstats.com/event-details/ef927e4fe2117ab8
750,1897,Randy Costa,Tony Kelley,Bantamweight,0,0,65,31,169,82,66,32,218,129,1,0,0,0,0,0,0,0,149.0,206.0,54,20,93,26,11,11,62,43,0,0,14,13,53,19,93,27,12,12,42,32,0,0,34,23,900.0,1897,http://www.ufcstats.com/fight-details/8bcdcfb0f93f1409,http://www.ufcstats.com/event-details/ef927e4fe2117ab8
2675,3005,Geoff Neal,Santiago Ponzinibbio,Welterweight,0,0,161,85,229,91,162,86,229,91,0,0,4,1,0,0,0,0,3.0,23.0,145,73,195,62,9,5,17,12,7,7,17,17,161,85,228,90,0,0,1,1,0,0,0,0,900.0,2675,http://www.ufcstats.com/fight-details/2d0d13dfc6c37ba8,http://www.ufcstats.com/event-details/ef927e4fe2117ab8
2780,2999,Charles Oliveira,Dustin Poirier,Lightweight,0,1,131,73,94,58,157,98,105,69,6,0,0,0,3,0,1,0,341.0,35.0,99,48,92,56,29,22,2,2,3,3,0,0,86,38,80,49,19,17,7,5,26,18,7,4,1500.0,2780,http://www.ufcstats.com/fight-details/b22eab3aa1522f40,http://www.ufcstats.com/event-details/ef927e4fe2117ab8
4128,3516,Jordan Wright,Bruno Silva,Middleweight,0,1,26,20,29,19,28,22,33,22,0,0,0,0,0,0,0,0,23.0,10.0,15,9,28,18,10,10,0,0,1,1,1,1,16,11,13,8,10,9,5,3,0,0,11,8,900.0,3516,http://www.ufcstats.com/fight-details/9039762cb9f4abdb,http://www.ufcstats.com/event-details/ef927e4fe2117ab8
1179,60,Rob Font,Jose Aldo,Bantamweight,0,2,305,149,161,86,350,193,172,96,5,1,1,0,0,1,0,0,128.0,546.0,238,94,129,57,48,38,20,19,19,17,12,10,289,135,146,75,8,6,3,2,8,8,12,9,1500.0,60,http://www.ufcstats.com/fight-details/3109d1151f149aaf,http://www.ufcstats.com/event-details/509697e08673d2e5
83,806,Brendan Allen,Chris Curtis,Middleweight,0,1,71,43,90,61,72,44,96,64,3,0,0,0,1,0,0,0,18.0,43.0,53,26,65,38,10,10,22,20,8,7,3,3,66,39,76,49,5,4,10,10,0,0,4,2,900.0,806,http://www.ufcstats.com/fight-details/9e5bbbacf1d92cb4,http://www.ufcstats.com/event-details/509697e08673d2e5
2576,1247,Alex Morono,Mickey Gall,Welterweight,1,0,230,90,144,65,233,93,149,69,0,0,1,0,0,0,0,0,83.0,8.0,200,70,106,35,28,18,36,28,2,2,2,2,216,82,142,64,1,1,1,1,13,7,1,0,900.0,2576,http://www.ufcstats.com/fight-details/657b7da9c89352fe,http://www.ufcstats.com/event-details/509697e08673d2e5
2452,1960,Alonzo Menifield,William Knight,Heavyweight,0,1,77,44,111,55,99,66,139,82,2,0,4,1,0,0,1,1,385.0,43.0,67,34,82,32,8,8,19,14,2,2,10,9,77,44,93,38,0,0,10,10,0,0,8,7,900.0,1960,http://www.ufcstats.com/fight-details/42b28adbed6966b7,http://www.ufcstats.com/event-details/509697e08673d2e5
2995,3823,Maki Pitolo,Dusko Todorovic,Middleweight,0,0,29,13,53,30,29,13,91,67,0,0,1,1,1,0,0,0,0.0,166.0,20,5,51,28,6,5,1,1,3,3,1,1,28,12,22,9,1,1,1,0,0,0,30,21,900.0,3823,http://www.ufcstats.com/fight-details/723a8a8c82cab1c8,http://www.ufcstats.com/event-details/509697e08673d2e5
251,4050,Bryan Barberena,Darian Weeks,Welterweight,0,0,217,108,209,118,243,134,217,125,0,0,8,4,0,0,0,0,21.0,198.0,152,55,136,62,36,30,51,37,29,23,22,19,205,97,187,101,12,11,18,14,0,0,4,3,900.0,251,http://www.ufcstats.com/fight-details/405bded9cc7a7c15,http://www.ufcstats.com/event-details/509697e08673d2e5
3148,1164,Brad Riddell,Rafael Fiziev,Lightweight,0,0,115,59,123,66,118,62,123,66,4,1,0,0,0,0,0,0,14.0,9.0,72,23,78,36,26,20,30,22,17,16,15,8,114,59,121,64,1,0,2,2,0,0,0,0,900.0,1164,http://www.ufcstats.com/fight-details/a38648a1c190f9be,http://www.ufcstats.com/event-details/509697e08673d2e5
3985,2326,Cheyanne Vlismas,Mallory Martin,Strawweight,0,0,271,134,210,80,283,146,236,106,0,0,5,0,0,0,0,0,0.0,166.0,223,102,189,65,41,26,19,14,7,6,2,1,257,123,194,66,14,11,16,14,0,0,0,0,900.0,3985,http://www.ufcstats.com/fight-details/3fc8afbb23b9ac16,http://www.ufcstats.com/event-details/509697e08673d2e5
3582,2560,Louis Smolka,Vince Morales,Bantamweight,0,1,32,23,49,27,32,23,50,27,0,0,0,0,0,0,0,0,0.0,0.0,14,5,34,16,10,10,12,8,8,8,3,3,28,19,38,18,4,4,6,4,0,0,5,5,900.0,2560,http://www.ufcstats.com/fight-details/1ce1a43ef68ffc7d,http://www.ufcstats.com/event-details/509697e08673d2e5
1868,4211,Manel Kape,Zhalgas Zhumagulov,Flyweight,2,0,72,53,79,31,73,54,79,31,0,0,0,0,0,0,0,0,3.0,0.0,56,39,61,19,7,5,11,6,9,9,7,6,72,53,78,31,0,0,1,0,0,0,0,0,900.0,1868,http://www.ufcstats.com/fight-details/376dddfa82debbf4,http://www.ufcstats.com/event-details/509697e08673d2e5
783,1597,Jimmy Crute,Jamahal Hill,Heavyweight,0,1,12,6,10,4,12,6,10,4,1,0,0,0,0,0,0,0,0.0,1.0,7,2,8,2,3,2,2,2,2,2,0,0,11,5,7,1,1,1,2,2,0,0,1,1,900.0,1597,http://www.ufcstats.com/fight-details/b3847772199e2639,http://www.ufcstats.com/event-details/509697e08673d2e5
3036,1433,Claudio Puelles,Chris Gruetzemacher,Lightweight,0,0,68,43,55,38,103,72,123,96,8,1,1,1,1,0,0,0,380.0,169.0,48,31,28,15,18,11,20,16,2,1,7,7,32,19,33,22,11,5,14,10,25,19,8,6,900.0,3036,http://www.ufcstats.com/fight-details/c74b03337a8441ed,http://www.ufcstats.com/event-details/509697e08673d2e5
1441,3359,Clay Guida,Leonardo Santos,Lightweight,0,1,50,18,60,41,87,50,92,65,7,2,0,0,1,0,0,0,129.0,61.0,39,8,39,22,6,6,19,17,5,4,2,2,38,7,21,13,1,0,23,16,11,11,16,12,900.0,1441,http://www.ufcstats.com/fight-details/5d64044b985004e7,http://www.ufcstats.com/event-details/509697e08673d2e5
998,156,Cody Durden,Aoriqileng,Flyweight,0,0,133,60,142,65,158,80,161,78,10,5,3,1,0,0,0,0,339.0,77.0,110,39,116,44,8,7,18,14,15,14,8,7,123,52,133,60,7,5,5,2,3,3,4,3,900.0,998,http://www.ufcstats.com/fight-details/84c68c4c387d2e32,http://www.ufcstats.com/event-details/c95fbc085e17a532
2992,1670,Luana Pinheiro,Sam Hughes,Strawweight,1,0,159,60,130,53,170,67,147,65,3,2,0,0,1,0,0,0,127.0,19.0,126,40,72,23,25,14,22,6,8,6,36,24,148,53,126,50,4,2,4,3,7,5,0,0,900.0,2992,http://www.ufcstats.com/fight-details/8dd086e2e70144fd,http://www.ufcstats.com/event-details/c95fbc085e17a532
1406,4153,Davey Grant,Adrian Yanez,Bantamweight,0,0,273,98,255,100,274,98,255,100,1,0,0,0,0,0,0,0,10.0,0.0,182,40,212,66,68,40,22,14,23,18,21,20,272,98,255,100,1,0,0,0,0,0,0,0,900.0,4153,http://www.ufcstats.com/fight-details/9b9ef12603e820ec,http://www.ufcstats.com/event-details/c95fbc085e17a532
4138,1867,Rani Yahya,Kyung Ho Kang,Bantamweight,0,1,48,27,82,43,218,152,154,103,8,3,0,0,1,0,1,0,636.0,65.0,25,7,73,36,1,1,3,1,22,19,6,6,47,26,78,40,0,0,0,0,1,1,4,3,900.0,4138,http://www.ufcstats.com/fight-details/1cd8f5a107f64e39,http://www.ufcstats.com/event-details/c95fbc085e17a532
1272,2126,Rafa Garcia,Natan Levy,Lightweight,0,0,91,35,127,47,117,55,136,56,12,7,7,3,0,0,0,0,337.0,48.0,74,21,94,21,13,10,26,19,4,4,7,7,83,31,121,45,3,3,6,2,5,1,0,0,900.0,1272,http://www.ufcstats.com/fight-details/fd60e75303622e5e,http://www.ufcstats.com/event-details/c95fbc085e17a532
2176,1328,Loma Lookboonmee,Loopy Godinez,Strawweight,0,0,39,15,45,23,125,72,98,64,2,1,12,5,0,1,0,0,173.0,452.0,23,8,36,14,12,4,6,6,4,3,3,3,34,11,35,17,3,2,4,3,2,2,6,3,900.0,1328,http://www.ufcstats.com/fight-details/450534f9fb9b13cd,http://www.ufcstats.com/event-details/c95fbc085e17a532
2737,3605,Shayilan Nuerdanbieke,Sean Soriano,Featherweight,0,0,49,17,56,35,190,111,76,49,8,4,2,2,0,0,2,2,445.0,105.0,38,11,34,16,5,2,11,9,6,4,11,10,47,15,49,30,0,0,0,0,2,2,7,5,900.0,2737,http://www.ufcstats.com/fight-details/1ff89e2a9cc2f2d2,http://www.ufcstats.com/event-details/c95fbc085e17a532
3969,3767,Ketlen Vieira,Miesha Tate,Bantamweight,0,0,263,113,276,122,313,156,302,145,1,0,6,1,0,0,0,0,2.0,172.0,243,95,175,52,16,14,88,60,4,4,13,10,254,105,260,110,9,8,16,12,0,0,0,0,1500.0,3969,http://www.ufcstats.com/fight-details/18f19b1422e8154b,http://www.ufcstats.com/event-details/c95fbc085e17a532
4115,3365,Joanne Wood,Taila Santos,Flyweight,0,2,68,27,60,30,72,30,67,36,0,0,0,0,0,2,0,0,0.0,77.0,36,8,46,21,7,3,7,3,25,16,7,6,67,26,42,19,1,1,0,0,0,0,18,11,900.0,3365,http://www.ufcstats.com/fight-details/bb15c0a2911043bd,http://www.ufcstats.com/event-details/c95fbc085e17a532
649,425,Michael Chiesa,Sean Brady,Welterweight,0,0,57,29,42,18,107,71,80,51,1,1,8,5,0,0,0,0,53.0,465.0,44,19,31,8,13,10,2,2,0,0,9,8,42,18,42,18,6,5,0,0,9,6,0,0,900.0,425,http://www.ufcstats.com/fight-details/50bf4bb2f8d9aba4,http://www.ufcstats.com/event-details/c95fbc085e17a532
3285,2216,Pat Sabatini,Tucker Lutz,Featherweight,0,0,24,16,35,17,132,111,55,36,11,5,1,1,3,0,1,0,655.0,76.0,17,9,21,5,4,4,11,9,3,3,3,3,20,12,29,11,2,2,6,6,2,2,0,0,900.0,3285,http://www.ufcstats.com/fight-details/f592f168f3b8b807,http://www.ufcstats.com/event-details/c95fbc085e17a532
1616,3208,Max Holloway,Yair Rodriguez,Featherweight,0,0,404,230,352,159,434,251,383,186,5,3,5,1,1,0,0,1,409.0,80.0,278,129,247,78,83,66,41,24,43,35,64,57,347,187,343,152,24,22,5,5,33,21,4,2,1500.0,1616,http://www.ufcstats.com/fight-details/147e984aa34e3028,http://www.ufcstats.com/event-details/b5abaa65f87938eb
3597,164,Song Yadong,Julio Arce,Bantamweight,1,0,80,30,78,13,80,30,78,13,0,0,0,0,0,0,0,0,0.0,0.0,60,15,69,7,12,8,7,4,8,7,2,2,77,27,78,13,0,0,0,0,3,3,0,0,900.0,3597,http://www.ufcstats.com/fight-details/73c97d5c314f1270,http://www.ufcstats.com/event-details/b5abaa65f87938eb
3254,3220,Ben Rothwell,Marcos Rogerio de Lima,Heavyweight,0,0,8,2,24,14,8,2,24,14,1,0,0,0,0,0,0,0,0.0,0.0,8,2,20,11,0,0,1,0,0,0,3,3,8,2,24,14,0,0,0,0,0,0,0,0,900.0,3220,http://www.ufcstats.com/fight-details/1013cdbb6c9a4a2e,http://www.ufcstats.com/event-details/b5abaa65f87938eb
603,1800,Cortney Casey,Liana Jojua,Flyweight,0,0,218,89,154,34,257,124,184,57,0,0,3,2,0,0,0,0,0.0,93.0,173,61,143,29,25,12,9,4,20,16,2,1,213,86,145,30,2,2,2,1,3,1,7,3,900.0,603,http://www.ufcstats.com/fight-details/66eee2320e900a8a,http://www.ufcstats.com/event-details/b5abaa65f87938eb
4120,146,Sean Woodson,Collin Anglin,Featherweight,1,0,98,50,40,8,107,59,40,8,0,0,1,0,0,0,0,0,22.0,13.0,61,23,26,4,26,17,10,2,11,10,4,2,95,48,40,8,2,2,0,0,1,0,0,0,900.0,4120,http://www.ufcstats.com/fight-details/a27a355f52883f3e,http://www.ufcstats.com/event-details/b5abaa65f87938eb
539,2094,Cynthia Calvillo,Andrea Lee,Flyweight,0,0,154,47,210,84,154,47,211,85,3,1,1,0,0,0,0,0,39.0,0.0,99,18,155,46,46,21,45,30,9,8,10,8,154,47,208,83,0,0,2,1,0,0,0,0,900.0,2094,http://www.ufcstats.com/fight-details/c0518d213b67e754,http://www.ufcstats.com/event-details/b5abaa65f87938eb
227,4093,Miguel Baeza,Khaos Williams,Welterweight,0,1,56,31,131,49,57,32,145,60,2,0,1,0,5,0,0,0,0.0,48.0,35,13,94,23,4,1,7,6,17,17,30,20,56,31,113,36,0,0,4,2,0,0,14,11,900.0,4093,http://www.ufcstats.com/fight-details/8636b67096df4b27,http://www.ufcstats.com/event-details/b5abaa65f87938eb
3632,2121,Felicia Spencer,Leah Letson,Featherweight,0,0,78,56,36,17,275,227,90,69,13,4,1,1,0,0,1,0,718.0,61.0,65,44,27,10,13,12,8,6,0,0,1,1,17,5,29,13,45,39,7,4,16,12,0,0,900.0,3632,http://www.ufcstats.com/fight-details/e6ce8360ef43891c,http://www.ufcstats.com/event-details/b5abaa65f87938eb
903,112,Marc Diakiese,Rafael Alves,Lightweight,0,0,13,3,11,6,13,3,11,6,1,0,0,0,0,1,0,0,3.0,0.0,7,0,8,3,3,1,1,1,3,2,2,2,13,3,11,6,0,0,0,0,0,0,0,0,900.0,112,http://www.ufcstats.com/fight-details/2c21abbc28e3876a,http://www.ufcstats.com/event-details/b5abaa65f87938eb
2530,107,Thiago Moises,Joel Alvarez,Lightweight,0,0,24,11,73,44,24,11,73,44,0,0,0,0,0,0,0,0,0.0,2.0,18,5,54,27,3,3,14,12,3,3,5,5,24,11,61,36,0,0,12,8,0,0,0,0,900.0,107,http://www.ufcstats.com/fight-details/0273dbd5dedbdbe0,http://www.ufcstats.com/event-details/b5abaa65f87938eb
2748,1846,Kennedy Nzechukwu,Da Woon Jung,Heavyweight,0,1,18,6,49,16,18,6,49,16,0,0,0,0,0,0,0,0,0.0,0.0,18,6,47,15,0,0,2,1,0,0,0,0,18,6,42,12,0,0,6,3,0,0,1,1,900.0,1846,http://www.ufcstats.com/fight-details/81bb4d9b214adf4b,http://www.ufcstats.com/event-details/b5abaa65f87938eb
3957,2810,CJ Vergara,Ode Osbourne,Flyweight,0,0,165,93,194,79,197,122,208,89,0,0,7,1,0,0,0,0,161.0,26.0,99,35,168,61,59,51,23,15,7,7,3,3,129,68,191,77,22,16,3,2,14,9,0,0,900.0,2810,http://www.ufcstats.com/fight-details/8081cb92f71401c6,http://www.ufcstats.com/event-details/48e093ea1f43a053
230,3621,Melsik Baghdasaryan,Bruno Souza,Featherweight,0,0,124,75,103,46,126,77,104,47,0,0,4,0,0,0,0,0,10.0,45.0,63,26,70,27,32,25,24,13,29,24,9,6,117,68,96,41,7,7,7,5,0,0,0,0,900.0,230,http://www.ufcstats.com/fight-details/73d541adc2909dc8,http://www.ufcstats.com/event-details/48e093ea1f43a053
1529,806,Phil Hawes,Chris Curtis,Middleweight,0,1,90,48,36,21,91,49,37,22,3,0,0,0,0,0,0,0,0.0,3.0,63,24,27,15,18,15,8,5,9,9,1,1,85,46,33,18,5,2,2,2,0,0,1,1,900.0,806,http://www.ufcstats.com/fight-details/fa3b28ff3585b4a0,http://www.ufcstats.com/event-details/48e093ea1f43a053
2931,2465,Alex Pereira,Andreas Michailidis,Middleweight,1,0,18,11,11,3,33,25,19,11,0,0,7,2,0,0,0,0,4.0,239.0,10,4,6,3,6,5,2,0,2,2,3,0,9,4,5,0,7,6,5,2,2,1,1,1,900.0,2931,http://www.ufcstats.com/fight-details/385101e8ad828c39,http://www.ufcstats.com/event-details/48e093ea1f43a053
3457,1695,Edmen Shahbazyan,Nassourdine Imavov,Middleweight,0,0,35,22,63,42,43,29,87,64,5,1,1,0,0,4,0,0,154.0,236.0,19,10,54,34,8,4,5,4,8,8,4,4,31,19,33,16,3,2,6,5,1,1,24,21,900.0,1695,http://www.ufcstats.com/fight-details/095a351dd6f09f7e,http://www.ufcstats.com/event-details/48e093ea1f43a053
500,3051,Shane Burgos,Billy Quarantillo,Featherweight,0,0,288,193,349,164,329,232,383,196,0,0,14,0,0,0,0,0,146.0,129.0,219,133,301,129,37,32,39,28,32,28,9,7,252,162,322,145,35,30,27,19,1,1,0,0,900.0,500,http://www.ufcstats.com/fight-details/a260238fdb9c47cf,http://www.ufcstats.com/event-details/48e093ea1f43a053
3974,262,Gian Villante,Chris Barnett,Heavyweight,0,1,51,30,70,38,51,30,76,44,0,0,0,0,0,0,0,0,8.0,12.0,24,6,41,13,23,21,5,4,4,3,24,21,49,28,52,28,2,2,1,1,0,0,17,9,900.0,262,http://www.ufcstats.com/fight-details/e25875165648162b,http://www.ufcstats.com/event-details/48e093ea1f43a053
2232,4091,Ian Machado Garry,Jordan Williams,Welterweight,1,0,28,18,50,22,32,22,54,24,0,0,1,0,0,0,0,0,37.0,47.0,21,11,44,16,5,5,3,3,2,2,3,3,22,14,48,20,6,4,2,2,0,0,0,0,900.0,2232,http://www.ufcstats.com/fight-details/733dcfec0cc9b439,http://www.ufcstats.com/event-details/48e093ea1f43a053
1016,3951,Frankie Edgar,Marlon Vera,Bantamweight,0,1,155,94,164,88,202,138,187,110,9,3,0,0,0,1,0,0,265.0,1.0,113,59,130,60,32,25,26,22,10,10,8,6,125,69,140,75,1,0,1,1,29,25,23,12,900.0,3951,http://www.ufcstats.com/fight-details/c634ed84212723ca,http://www.ufcstats.com/event-details/48e093ea1f43a053
