f1_id,f2_id,f1_name,f2_name,weight_class,f1_knockdowns,f2_knockdowns,f1_sig_strike_atts,f1_sig_strikes,f2_sig_strike_atts,f2_sig_strikes,f1_tot_strike_atts,f1_tot_strikes,f2_tot_strike_atts,f2_tot_strikes,f1_takedown_atts,f1_takedowns,f2_takedown_atts,f2_takedowns,f1_submissions,f2_submissions,f1_reversals,f2_reversals,f1_ctrl_time,f2_ctrl_time,f1_head_strike_atts,f1_head_strikes,f2_head_strike_atts,f2_head_strikes,f1_body_strike_atts,f1_body_strikes,f2_body_strike_atts,f2_body_strikes,f1_leg_strike_atts,f1_leg_strikes,f2_leg_strike_atts,f2_leg_strikes,f1_dist_strike_atts,f1_dist_strikes,f2_dist_strike_atts,f2_dist_strikes,f1_clinch_atts,f1_clinchs,f2_clinch_atts,f2_clinchs,f1_ground_atts,f1_grounds,f2_ground_atts,f2_grounds,result,fights_url,event_url
1418,285,Maurice Greene,Michel Batista,Heavyweight,0,0,15,9,0,0,18,11,10,4,0,0,2,1,1,0,0,0,0,72,11,6,0,0,2,1,0,0,2,2,0,0,10,4,0,0,5,5,0,0,0,0,0,0,1418,http://www.ufcstats.com/fight-details/86046081e767437e,http://www.ufcstats.com/event-details/c7ac79839e86ce33
947,3902,Rafael Dos Anjos,Kamaru Usman,Welterweight,0,0,112,62,223,130,138,84,334,227,1,0,18,12,2,0,1,0,21,1107,74,27,183,95,20,19,34,29,18,16,6,6,83,35,111,48,24,22,43,33,5,5,69,49,3902,http://www.ufcstats.com/fight-details/0d077813b6164fe1,http://www.ufcstats.com/event-details/c7ac79839e86ce33
3671,3457,Darren Stewart,Edmen Shahbazyan,Middleweight,0,0,71,34,37,22,84,46,43,27,3,1,21,8,0,0,0,0,41,597,63,29,25,12,6,4,8,6,2,1,4,4,40,11,21,10,16,12,15,11,15,11,1,1,3457,http://www.ufcstats.com/fight-details/5b2835ac76f05993,http://www.ufcstats.com/event-details/c7ac79839e86ce33
3188,1638,Roosevelt Roberts,Darrell Horcher,Lightweight,0,0,35,16,33,10,42,23,43,19,0,0,1,0,1,0,0,0,5,56,28,10,25,5,5,4,7,5,2,2,1,0,33,15,31,8,2,1,2,2,0,0,0,0,3188,http://www.ufcstats.com/fight-details/d2ef04d5f384c05a,http://www.ufcstats.com/event-details/c7ac79839e86ce33
310,2940,Joseph Benavidez,Alex Perez,Flyweight,0,0,72,35,32,14,79,42,32,14,2,1,1,1,0,0,0,0,75,3,48,20,21,5,17,11,9,7,7,4,2,2,50,19,27,9,2,1,5,5,20,15,0,0,310,http://www.ufcstats.com/fight-details/1785c7fb722d3007,http://www.ufcstats.com/event-details/c7ac79839e86ce33
3679,2121,Julija Stoliarenko,Leah Letson,Featherweight,0,0,158,57,179,73,168,66,196,88,4,0,1,0,1,0,0,0,2,178,126,39,137,40,14,7,26,19,18,11,16,14,149,50,169,66,7,5,9,6,2,2,1,1,2121,http://www.ufcstats.com/fight-details/6abf4f61a1e11d34,http://www.ufcstats.com/event-details/c7ac79839e86ce33
1077,1202,Juan Espino,Justin Frazier,Heavyweight,0,0,23,22,6,4,52,44,19,17,2,2,0,0,2,0,0,0,201,0,20,19,2,0,3,3,4,4,0,0,0,0,0,0,1,0,5,5,5,4,18,17,0,0,1077,http://www.ufcstats.com/fight-details/cc73c73e6e3412d4,http://www.ufcstats.com/event-details/c7ac79839e86ce33
254,1459,Raoni Barcelos,Chris Gutierrez,Bantamweight,0,0,63,35,52,26,118,83,60,32,2,2,1,0,1,0,0,0,323,0,60,33,25,9,0,0,4,0,3,2,23,17,22,3,48,23,0,0,0,0,41,32,4,3,254,http://www.ufcstats.com/fight-details/e3f31cdd33b4ca92,http://www.ufcstats.com/event-details/c7ac79839e86ce33
2604,572,Pedro Munhoz,Bryan Caraway,Bantamweight,1,0,58,35,48,20,62,38,49,21,0,0,5,0,0,0,0,0,2,17,45,24,46,18,2,2,1,1,11,9,1,1,47,27,45,20,7,4,3,0,4,4,0,0,2604,http://www.ufcstats.com/fight-details/aa7d691fc6385acb,http://www.ufcstats.com/event-details/c7ac79839e86ce33
1918,648,Pannie Kianzad,Macy Chiasson,Featherweight,0,1,39,19,50,24,50,30,64,37,2,0,6,0,1,2,0,0,13,331,27,10,31,11,12,9,18,12,0,0,1,1,23,8,28,12,16,11,18,10,0,0,4,2,648,http://www.ufcstats.com/fight-details/d99b2abf50e9a03e,http://www.ufcstats.com/event-details/c7ac79839e86ce33
2420,3068,Tim Means,Ricky Rainey,Welterweight,0,0,32,19,12,6,39,26,12,6,2,2,0,0,0,0,0,0,33,0,30,17,11,6,1,1,1,0,1,1,0,0,14,5,12,6,0,0,0,0,18,14,0,0,2420,http://www.ufcstats.com/fight-details/c7df07266a9597d9,http://www.ufcstats.com/event-details/c7ac79839e86ce33
1325,29,Ricky Glenn,Kevin Aguilar,Featherweight,0,1,187,74,168,86,190,77,186,103,4,0,1,0,0,0,0,0,27,127,149,50,124,47,22,11,38,33,16,13,6,6,171,63,134,62,15,11,18,11,1,0,16,13,29,http://www.ufcstats.com/fight-details/4e6bbc5832e55f64,http://www.ufcstats.com/event-details/c7ac79839e86ce33
1930,3471,Ji Yeon Kim,Antonina Shevchenko,Flyweight,0,0,128,33,134,66,188,85,167,87,0,0,2,2,0,0,0,0,97,294,113,18,101,41,5,5,26,18,10,10,7,7,116,26,106,46,12,7,19,14,0,0,9,6,3471,http://www.ufcstats.com/fight-details/c2fd3d874f558408,http://www.ufcstats.com/event-details/c7ac79839e86ce33
2991,854,Pingyuan Liu,Martin Day,Bantamweight,1,1,133,55,184,100,155,73,218,127,4,0,1,1,2,2,0,0,285,133,111,41,120,54,17,9,56,38,5,5,8,8,118,47,164,82,8,4,4,4,7,4,16,14,2991,http://www.ufcstats.com/fight-details/43af7c5772e8198f,http://www.ufcstats.com/event-details/de25520d54eab12d
367,2694,Curtis Blaydes,Francis Ngannou,Heavyweight,0,1,8,1,17,13,8,1,17,13,2,0,0,0,0,0,0,0,0,8,7,1,15,11,0,0,1,1,1,0,1,1,8,1,6,3,0,0,5,5,0,0,6,5,2694,http://www.ufcstats.com/fight-details/12e12307414dafc6,http://www.ufcstats.com/event-details/de25520d54eab12d
3597,2560,Song Yadong,Vince Morales,Bantamweight,0,0,172,79,201,74,181,86,211,83,2,2,0,0,0,0,0,0,162,5,138,55,167,52,18,13,22,14,16,11,12,8,165,74,190,67,2,2,8,6,5,3,3,1,3597,http://www.ufcstats.com/fight-details/d755a29a49c9ee09,http://www.ufcstats.com/event-details/de25520d54eab12d
2822,2895,Alistair Overeem,Sergei Pavlovich,Heavyweight,0,0,26,22,32,13,31,26,37,18,2,1,2,0,0,0,0,0,116,12,16,13,25,9,9,8,6,3,1,1,1,1,5,3,22,8,7,7,10,5,14,12,0,0,2822,http://www.ufcstats.com/fight-details/1c43b38c1f4bdbe2,http://www.ufcstats.com/event-details/de25520d54eab12d
4205,28,Zhang Weili,Jessica Aguilar,Strawweight,0,0,58,45,12,9,79,63,14,11,3,1,1,0,2,0,0,0,150,47,48,36,2,0,8,7,9,8,2,2,1,1,9,3,2,0,3,3,10,9,46,39,0,0,4205,http://www.ufcstats.com/fight-details/a932059e61f4c25e,http://www.ufcstats.com/event-details/de25520d54eab12d
3596,2576,Song Kenan,Alex Morono,Welterweight,0,0,152,61,212,98,153,62,214,100,0,0,2,0,0,0,0,0,3,46,108,36,178,74,26,13,21,14,18,12,13,10,141,53,196,90,11,8,16,8,0,0,0,0,2576,http://www.ufcstats.com/fight-details/9e1853861f58191f,http://www.ufcstats.com/event-details/de25520d54eab12d
1657,757,Hu Yaozong,Rashad Coulter,Heavyweight,0,1,174,92,157,98,183,98,167,108,1,0,0,0,0,0,0,0,322,12,99,33,139,80,29,24,12,12,46,35,6,6,141,70,121,69,33,22,33,27,0,0,3,2,757,http://www.ufcstats.com/fight-details/438fbdd4cf27e324,http://www.ufcstats.com/event-details/de25520d54eab12d
4149,1975,Yan Xiaonan,Syuri Kondo,Strawweight,0,0,331,150,221,86,333,150,221,86,1,0,0,0,0,0,0,0,0,0,276,115,181,60,13,9,25,12,42,26,15,14,324,146,210,82,7,4,11,4,0,0,0,0,4149,http://www.ufcstats.com/fight-details/e8093d77f566fe51,http://www.ufcstats.com/event-details/de25520d54eab12d
1614,2973,Kevin Holland,John Phillips,Middleweight,0,0,187,123,154,51,236,164,156,53,6,5,0,0,2,0,0,1,202,49,127,74,108,21,42,33,29,16,18,16,17,14,153,95,132,43,12,11,16,7,22,17,6,1,1614,http://www.ufcstats.com/fight-details/02731f017c838ad4,http://www.ufcstats.com/event-details/de25520d54eab12d
3714,3582,Sumudaerji,Louis Smolka,Bantamweight,0,0,30,18,62,32,33,20,76,42,0,0,5,2,2,1,1,0,26,358,29,18,58,30,1,0,4,2,0,0,0,0,12,4,9,1,1,0,2,2,17,14,51,29,3582,http://www.ufcstats.com/fight-details/8c109a0c53ed9618,http://www.ufcstats.com/event-details/de25520d54eab12d
4130,2596,Wu Yanan,Lauren Mueller,Flyweight,0,0,36,18,43,17,46,28,55,27,1,0,1,0,1,0,0,0,73,30,22,8,31,9,4,1,10,7,10,9,2,1,32,15,35,12,4,3,5,4,0,0,3,1,4130,http://www.ufcstats.com/fight-details/d1a93a55c8063ff3,http://www.ufcstats.com/event-details/de25520d54eab12d
2133,4195,Li Jingliang,David Zawada,Welterweight,1,1,222,89,184,73,234,97,185,74,2,1,4,0,0,0,0,0,76,49,183,59,159,52,11,10,23,19,28,20,2,2,204,81,162,63,12,3,20,10,6,5,2,0,2133,http://www.ufcstats.com/fight-details/21992c366d3b4602,http://www.ufcstats.com/event-details/de25520d54eab12d
1132,1547,Cezar Ferreira,Ian Heinisch,Middleweight,0,1,55,26,95,55,68,38,133,90,11,5,7,1,0,2,0,0,320,90,39,17,74,38,9,3,10,10,7,6,11,7,47,22,59,30,8,4,21,14,0,0,15,11,1547,http://www.ufcstats.com/fight-details/3bde8910fabf0dd3,http://www.ufcstats.com/event-details/aa3153a9941b4d44
561,3951,Guido Cannetti,Marlon Vera,Bantamweight,0,1,42,24,35,24,56,37,48,36,4,2,2,2,0,2,0,0,166,81,25,11,18,13,10,8,14,10,7,5,3,1,23,8,10,3,11,8,19,17,8,8,6,4,3951,http://www.ufcstats.com/fight-details/b9a3b520e68f8142,http://www.ufcstats.com/event-details/aa3153a9941b4d44
3022,1101,Michel Prazeres,Bartosz Fabinski,Welterweight,1,0,23,18,5,1,32,26,5,1,1,1,0,0,1,0,0,0,46,0,23,18,4,0,0,0,0,0,0,0,1,1,5,3,5,1,2,1,0,0,16,14,0,0,3022,http://www.ufcstats.com/fight-details/410aca28fda60f76,http://www.ufcstats.com/event-details/aa3153a9941b4d44
2857,3381,Alexandre Pantoja,Yuta Sasaki,Flyweight,0,0,7,4,11,7,10,7,12,8,1,0,0,0,2,0,1,0,38,84,5,3,10,6,1,1,1,1,1,0,0,0,7,4,6,3,0,0,0,0,0,0,5,4,2857,http://www.ufcstats.com/fight-details/961f434fe238f40e,http://www.ufcstats.com/event-details/aa3153a9941b4d44
2252,3005,Neil Magny,Santiago Ponzinibbio,Welterweight,0,2,251,72,177,79,251,72,179,81,2,0,0,0,0,0,0,0,0,41,219,51,144,51,14,9,10,7,18,12,23,21,245,70,172,74,2,0,2,2,4,2,3,3,3005,http://www.ufcstats.com/fight-details/7e695ad026b2ec66,http://www.ufcstats.com/event-details/aa3153a9941b4d44
3655,58,Laureano Staropoli,Hector Aldana,Welterweight,0,0,275,97,170,69,277,99,173,72,0,0,0,0,0,0,0,0,0,43,235,71,136,45,29,15,12,7,11,11,22,17,270,94,158,63,5,3,12,6,0,0,0,0,3655,http://www.ufcstats.com/fight-details/629c0eb319e01374,http://www.ufcstats.com/event-details/aa3153a9941b4d44
3256,4004,Khalil Rountree Jr.,Johnny Walker,Heavyweight,0,1,9,4,11,10,10,5,11,10,0,0,0,0,0,0,0,0,5,4,7,3,8,7,0,0,1,1,2,1,2,2,5,1,6,5,4,3,3,3,0,0,2,2,4004,http://www.ufcstats.com/fight-details/51ce499611a5df68,http://www.ufcstats.com/event-details/aa3153a9941b4d44
2037,1035,Ricardo Lamas,Darren Elkins,Featherweight,0,0,123,70,174,62,134,80,196,81,5,3,6,3,0,0,1,0,152,159,88,39,151,50,15,14,21,10,20,17,2,2,93,43,151,48,12,10,21,13,18,17,2,1,2037,http://www.ufcstats.com/fight-details/f9ab603b763998f7,http://www.ufcstats.com/event-details/aa3153a9941b4d44
2657,951,Nad Narimani,Anderson Dos Santos,Featherweight,0,0,186,84,170,46,220,111,174,50,5,1,1,0,0,1,0,0,280,18,160,63,154,32,12,9,8,7,14,12,8,7,149,57,160,39,11,10,6,5,26,17,4,2,2657,http://www.ufcstats.com/fight-details/c7bc8750e9503805,http://www.ufcstats.com/event-details/aa3153a9941b4d44
3014,2990,Devin Powell,Jesus Pinedo,Lightweight,0,0,139,58,142,60,157,68,153,68,1,0,5,5,0,0,0,0,15,267,78,18,103,35,28,15,25,16,33,25,14,9,113,50,106,38,14,7,8,7,12,1,28,15,2990,http://www.ufcstats.com/fight-details/9cd172df74575fd4,http://www.ufcstats.com/event-details/aa3153a9941b4d44
243,175,Humberto Bandenay,Austin Arnett,Featherweight,0,0,85,30,116,74,87,31,139,95,3,2,6,1,0,0,0,0,15,358,59,12,73,43,15,10,41,30,11,8,2,1,76,24,72,40,9,6,22,16,0,0,22,18,175,http://www.ufcstats.com/fight-details/85f85003fadf7a7b,http://www.ufcstats.com/event-details/aa3153a9941b4d44
539,407,Cynthia Calvillo,Poliana Botelho,Strawweight,0,0,41,22,20,6,54,35,24,10,3,2,0,0,1,0,0,0,111,0,15,7,11,1,14,11,4,1,12,4,5,4,25,9,16,5,2,2,3,0,14,11,1,1,539,http://www.ufcstats.com/fight-details/99bfad1679112591,http://www.ufcstats.com/event-details/aa3153a9941b4d44
250,670,Maycee Barber,Hannah Cifers,Strawweight,0,0,97,68,69,41,107,78,88,60,5,1,0,0,0,0,0,0,213,28,73,46,32,10,18,16,24,19,6,6,13,12,38,20,41,17,27,25,28,24,32,23,0,0,250,http://www.ufcstats.com/fight-details/17f69a241aa952fd,http://www.ufcstats.com/event-details/42c96a9c4802e2e1
628,2947,Donald Cerrone,Mike Perry,Welterweight,0,0,13,9,20,11,14,10,20,11,1,0,1,1,1,0,1,0,40,58,5,2,9,0,5,4,6,6,3,3,5,5,8,4,13,4,5,5,6,6,0,0,1,1,628,http://www.ufcstats.com/fight-details/46cfd4aaa02ce202,http://www.ufcstats.com/event-details/42c96a9c4802e2e1
3575,1065,Devonte Smith,Julian Erosa,Lightweight,1,0,19,13,7,4,19,13,7,4,0,0,0,0,0,0,0,0,3,0,15,9,4,1,2,2,1,1,2,2,2,2,13,9,7,4,0,0,0,0,6,4,0,0,3575,http://www.ufcstats.com/fight-details/79fb77a0b0294aec,http://www.ufcstats.com/event-details/42c96a9c4802e2e1
3555,2526,Chas Skelly,Bobby Moffett,Featherweight,0,0,60,30,56,20,81,47,57,21,2,1,1,1,0,1,1,0,218,74,55,26,47,13,4,3,2,1,1,1,7,6,44,15,51,18,16,15,4,1,0,0,1,1,nc,http://www.ufcstats.com/fight-details/04d37c1c206c0efd,http://www.ufcstats.com/event-details/42c96a9c4802e2e1
835,2530,Beneil Dariush,Thiago Moises,Lightweight,0,0,68,44,16,8,161,113,30,20,8,4,2,0,2,4,0,0,812,0,44,22,11,5,12,11,5,3,12,11,0,0,16,7,13,6,4,3,2,1,48,34,1,1,835,http://www.ufcstats.com/fight-details/14cf0828d6e373ab,http://www.ufcstats.com/event-details/42c96a9c4802e2e1
3856,2913,Michael Trizano,Luis Pena,Lightweight,0,0,100,51,85,23,104,55,97,34,2,1,9,1,1,0,1,1,134,326,68,25,68,12,16,10,15,9,16,16,2,2,85,37,80,20,9,9,4,2,6,5,1,1,3856,http://www.ufcstats.com/fight-details/2c84f2cb1bb23ab8,http://www.ufcstats.com/event-details/42c96a9c4802e2e1
1844,3208,Chan Sung Jung,Yair Rodriguez,Featherweight,0,1,308,126,271,119,312,130,281,129,5,0,4,0,0,0,0,0,60,19,285,111,190,59,14,9,38,24,9,6,43,36,293,114,262,113,15,12,9,6,0,0,0,0,3208,http://www.ufcstats.com/fight-details/0ccd16201ac41ef8,http://www.ufcstats.com/event-details/42c96a9c4802e2e1
861,3327,Mark De La Rosa,Joby Sanchez,Bantamweight,0,0,167,66,124,55,169,68,155,85,7,0,1,0,0,0,0,0,113,80,131,34,111,45,14,13,12,9,22,19,1,1,145,53,117,51,22,13,7,4,0,0,0,0,861,http://www.ufcstats.com/fight-details/38abefbf24624a35,http://www.ufcstats.com/event-details/42c96a9c4802e2e1
2923,869,Raquel Pennington,Germaine de Randamie,Bantamweight,0,0,84,24,107,42,130,52,159,91,8,0,0,0,0,0,0,0,365,66,55,4,73,17,17,11,24,17,12,9,10,8,71,13,84,25,13,11,23,17,0,0,0,0,869,http://www.ufcstats.com/fight-details/0a667143584a2d96,http://www.ufcstats.com/event-details/42c96a9c4802e2e1
4165,727,Ashley Yoder,Amanda Cooper,Strawweight,0,0,90,38,105,51,113,59,121,67,2,1,6,2,3,2,1,0,201,329,84,32,75,28,6,6,14,9,0,0,16,14,77,28,88,38,5,5,4,2,8,5,13,11,4165,http://www.ufcstats.com/fight-details/bd5efa4b53dc1642,http://www.ufcstats.com/event-details/42c96a9c4802e2e1
2559,3467,Joseph Morales,Eric Shelton,Flyweight,0,0,67,24,57,16,71,28,90,45,1,1,10,7,4,0,0,1,52,406,56,14,46,7,9,8,5,4,2,2,6,5,55,16,53,13,4,1,2,1,8,7,2,2,3467,http://www.ufcstats.com/fight-details/3210723fbb018fa7,http://www.ufcstats.com/event-details/42c96a9c4802e2e1
3083,1449,Davi Ramos,John Gunther,Lightweight,0,0,5,4,3,1,5,4,4,1,1,1,0,0,1,0,0,0,105,0,4,3,2,0,1,1,0,0,0,0,1,1,1,0,3,1,0,0,0,0,4,4,0,0,3083,http://www.ufcstats.com/fight-details/933cf2674503c63d,http://www.ufcstats.com/event-details/42c96a9c4802e2e1
3178,2319,Karl Roberson,Jack Marshman,Middleweight,0,0,71,34,98,21,135,90,108,30,3,2,0,0,0,0,0,0,306,0,58,24,80,12,8,6,5,3,5,4,13,6,57,24,95,19,7,5,3,2,7,5,0,0,3178,http://www.ufcstats.com/fight-details/7aede55e4e47c698,http://www.ufcstats.com/event-details/20821819c401ced8
1959,3156,Jason Knight,Jordan Rinaldi,Featherweight,0,0,42,12,40,20,93,62,128,98,0,0,4,3,0,2,0,1,12,705,33,5,29,12,6,4,5,2,3,3,6,6,36,8,18,9,5,3,0,0,1,1,22,11,3156,http://www.ufcstats.com/fight-details/78bb2b441917848c,http://www.ufcstats.com/event-details/20821819c401ced8
164,2554,Julio Arce,Sheymon Moraes,Featherweight,0,2,119,25,102,32,145,46,105,35,5,1,0,0,2,0,0,0,251,98,97,16,83,22,21,9,18,9,1,0,1,1,114,23,69,16,5,2,13,9,0,0,20,7,2554,http://www.ufcstats.com/fight-details/41be95916aef568f,http://www.ufcstats.com/event-details/20821819c401ced8
1086,2525,Sijara Eubanks,Roxanne Modafferi,Flyweight,1,0,175,57,120,28,205,81,174,73,4,3,4,1,0,0,0,0,358,158,157,44,118,27,14,9,1,0,4,4,1,1,151,44,120,28,4,3,0,0,20,10,0,0,1086,http://www.ufcstats.com/fight-details/752f19e9c201ea57,http://www.ufcstats.com/event-details/20821819c401ced8
1363,3391,Lyman Good,Ben Saunders,Welterweight,1,0,22,14,23,12,25,17,23,12,0,0,0,0,0,0,0,0,5,0,16,10,8,2,3,2,15,10,3,2,0,0,9,2,12,5,10,9,11,7,3,3,0,0,1363,http://www.ufcstats.com/fight-details/b8b2cdf962cc65a0,http://www.ufcstats.com/event-details/20821819c401ced8
4076,3220,Adam Wieczorek,Marcos Rogerio de Lima,Heavyweight,0,0,38,7,59,28,65,31,112,70,2,1,5,3,0,0,0,0,135,501,28,3,47,18,6,2,4,2,4,2,8,8,37,7,36,16,1,0,6,4,0,0,17,8,3220,http://www.ufcstats.com/fight-details/33116969380185a9,http://www.ufcstats.com/event-details/20821819c401ced8
479,20,Derek Brunson,Israel Adesanya,Middleweight,0,3,14,3,23,13,23,9,25,15,7,0,0,0,0,0,0,0,95,10,11,2,16,9,2,0,4,3,1,1,3,1,13,2,19,11,1,1,3,2,0,0,1,0,20,http://www.ufcstats.com/fight-details/e4e1d12441b90866,http://www.ufcstats.com/event-details/20821819c401ced8
4053,3618,Chris Weidman,Jacare Souza,Middleweight,0,1,193,68,132,74,201,76,158,100,1,1,0,0,0,0,0,0,43,7,171,52,89,42,20,14,31,24,2,2,12,8,182,61,109,57,11,7,21,15,0,0,2,2,3618,http://www.ufcstats.com/fight-details/c037cdc1de53de8e,http://www.ufcstats.com/event-details/20821819c401ced8
500,1622,Shane Burgos,Kurt Holobaugh,Featherweight,0,1,24,17,51,21,24,17,57,26,0,0,0,0,1,0,0,0,0,13,19,13,40,14,3,2,2,1,2,2,9,6,24,17,48,19,0,0,2,1,0,0,1,1,500,http://www.ufcstats.com/fight-details/3729ff914eaede07,http://www.ufcstats.com/event-details/20821819c401ced8
1214,3927,Matt Frevola,Lando Vannata,Lightweight,0,2,176,66,164,67,177,66,177,80,6,2,5,1,1,1,1,0,42,20,134,43,124,38,26,10,24,16,16,13,16,13,165,59,154,62,11,7,7,3,0,0,3,2,d,http://www.ufcstats.com/fight-details/df9aa51f6ccdfe02,http://www.ufcstats.com/event-details/20821819c401ced8
430,562,David Branch,Jared Cannonier,Middleweight,0,1,25,10,56,26,28,13,61,31,10,3,0,0,0,0,0,0,119,42,21,8,52,22,1,0,2,2,3,2,2,2,21,8,28,5,1,1,14,11,3,1,14,10,562,http://www.ufcstats.com/fight-details/b4ec3e067604f90a,http://www.ufcstats.com/event-details/20821819c401ced8
734,2128,Daniel Cormier,Derrick Lewis,Heavyweight,0,0,25,19,13,4,54,42,14,5,4,4,0,0,1,0,0,0,310,0,22,16,9,2,2,2,3,1,1,1,1,1,6,4,13,4,1,1,0,0,18,14,0,0,734,http://www.ufcstats.com/fight-details/e9700d51ec2b940b,http://www.ufcstats.com/event-details/20821819c401ced8
3615,2332,Andre Soukhamthath,Jonathan Martinez,Bantamweight,2,0,138,79,111,71,157,98,128,88,3,3,2,1,1,0,0,0,267,300,85,29,67,36,45,42,33,27,8,8,11,8,73,30,59,24,60,45,19,18,5,4,33,29,3615,http://www.ufcstats.com/fight-details/e1eeb61d0669ce45,http://www.ufcstats.com/event-details/33a331684283900f
2764,3571,Volkan Oezdemir,Anthony Smith,Heavyweight,0,0,148,77,117,63,175,103,121,67,1,1,3,1,0,2,0,0,296,89,114,48,88,41,12,10,23,16,22,19,6,6,101,45,98,48,16,9,18,14,31,23,1,1,3571,http://www.ufcstats.com/fight-details/96b59d89ecac66d0,http://www.ufcstats.com/event-details/33a331684283900f
1881,1160,Calvin Kattar,Chris Fishgold,Featherweight,1,0,48,24,75,20,56,29,75,20,0,0,2,1,0,0,0,0,5,34,47,23,62,14,1,1,4,1,0,0,9,5,35,17,70,19,0,0,5,1,13,7,0,0,1881,http://www.ufcstats.com/fight-details/bd0622b184ab4f28,http://www.ufcstats.com/event-details/33a331684283900f
3974,1565,Gian Villante,Ed Herman,Heavyweight,0,0,217,81,223,84,217,81,224,85,1,0,1,0,0,0,0,0,4,6,201,69,190,63,12,8,17,7,4,4,16,14,216,81,218,83,1,0,3,1,0,0,2,0,3974,http://www.ufcstats.com/fight-details/53d6e37063f9c404,http://www.ufcstats.com/event-details/33a331684283900f
3752,3696,Nordine Taleb,Sean Strickland,Welterweight,0,1,95,48,177,65,96,49,180,68,0,0,0,0,0,0,0,0,0,37,47,11,172,60,23,12,4,4,25,25,1,1,94,48,152,51,1,0,5,3,0,0,20,11,3696,http://www.ufcstats.com/fight-details/6fd7f6f1deaef4e8,http://www.ufcstats.com/event-details/33a331684283900f
673,795,Misha Cirkunov,Patrick Cummins,Heavyweight,0,0,18,11,5,3,72,65,8,6,1,1,3,0,2,0,0,0,39,86,6,2,1,0,12,9,4,3,0,0,0,0,5,1,1,0,12,9,4,3,1,1,0,0,673,http://www.ufcstats.com/fight-details/a9a770bac1261af9,http://www.ufcstats.com/event-details/33a331684283900f
1788,2167,Michael Johnson,Artem Lobov,Featherweight,0,0,219,99,189,67,222,101,189,67,1,1,0,0,0,0,0,0,39,0,147,46,141,29,51,35,18,12,21,18,30,26,216,98,186,66,1,0,3,1,2,1,0,0,1788,http://www.ufcstats.com/fight-details/e202f273220aa533,http://www.ufcstats.com/event-details/33a331684283900f
1268,2398,Alex Garcia,Court McGee,Welterweight,0,1,60,27,88,51,73,39,154,111,4,1,6,2,0,0,0,1,186,397,50,17,65,32,4,4,13,9,6,6,10,10,41,14,53,24,13,10,6,1,6,3,29,26,2398,http://www.ufcstats.com/fight-details/8a08b8043f83d245,http://www.ufcstats.com/event-details/33a331684283900f
1378,1495,Thibault Gouti,Nasrat Haqparast,Lightweight,0,1,284,78,256,124,306,95,282,148,0,0,1,0,0,0,0,0,0,175,252,56,217,98,23,14,31,20,9,8,8,6,284,78,181,84,0,0,24,15,0,0,51,25,1495,http://www.ufcstats.com/fight-details/3d7ea6012fd8f786,http://www.ufcstats.com/event-details/33a331684283900f
2563,330,Sarah Moras,Talita Bernardo,Bantamweight,0,0,95,37,102,60,142,78,130,86,2,1,6,2,0,1,0,1,88,424,92,36,78,36,3,1,9,9,0,0,15,15,79,26,90,49,6,3,3,3,10,8,9,8,330,http://www.ufcstats.com/fight-details/8dcfa933877e3a0b,http://www.ufcstats.com/event-details/33a331684283900f
341,1335,Arjan Bhullar,Marcelo Golm,Heavyweight,0,0,84,47,87,43,140,99,103,59,2,1,1,0,0,0,0,0,417,28,76,40,57,17,4,4,13,10,4,3,17,16,55,26,77,34,18,12,10,9,11,9,0,0,341,http://www.ufcstats.com/fight-details/4f42acd810ed5173,http://www.ufcstats.com/event-details/33a331684283900f
1022,2238,Te Edwards,Don Madge,Lightweight,0,2,15,5,31,21,16,6,53,42,1,1,0,0,0,1,0,0,228,32,14,4,23,14,1,1,7,6,0,0,1,1,13,5,22,12,0,0,3,3,2,0,6,6,2238,http://www.ufcstats.com/fight-details/9d204f44a9988b93,http://www.ufcstats.com/event-details/33a331684283900f
3094,216,Stevie Ray,Jessin Ayari,Lightweight,0,0,174,75,138,63,174,75,139,64,0,0,0,0,0,0,0,0,0,6,107,23,121,49,11,6,9,7,56,46,8,7,171,72,131,60,3,3,7,3,0,0,0,0,3094,http://www.ufcstats.com/fight-details/53bb7c4a606d60c0,http://www.ufcstats.com/event-details/33a331684283900f
2045,3364,Lina Lansberg,Yana Santos,Bantamweight,0,0,87,43,111,72,109,61,208,159,0,0,8,5,1,1,0,0,18,593,61,18,54,26,24,23,36,30,2,2,21,16,66,22,68,33,20,20,33,30,1,1,10,9,3364,http://www.ufcstats.com/fight-details/21be9181725ab599,http://www.ufcstats.com/event-details/1ef0eae31904e534
4038,1579,Michelle Waterson-Gomez,Felice Herrig,Strawweight,0,0,107,76,100,51,163,131,126,70,4,0,4,1,0,0,0,0,169,358,73,47,51,15,29,26,36,26,5,3,13,10,41,16,60,19,38,34,37,30,28,26,3,2,4038,http://www.ufcstats.com/fight-details/adee1fc200ed1a12,http://www.ufcstats.com/event-details/1ef0eae31904e534
2128,3991,Derrick Lewis,Alexander Volkov,Heavyweight,1,0,70,39,171,121,71,40,183,133,2,0,2,1,0,0,1,0,43,106,61,31,122,78,7,6,33,29,2,2,16,14,47,21,129,88,3,1,29,20,20,17,13,13,2128,http://www.ufcstats.com/fight-details/397ace87deeb8697,http://www.ufcstats.com/event-details/1ef0eae31904e534
