f1_id,f2_id,f1_name,f2_name,weight_class,f1_knockdowns,f2_knockdowns,f1_sig_strike_atts,f1_sig_strikes,f2_sig_strike_atts,f2_sig_strikes,f1_tot_strike_atts,f1_tot_strikes,f2_tot_strike_atts,f2_tot_strikes,f1_takedown_atts,f1_takedowns,f2_takedown_atts,f2_takedowns,f1_submissions,f2_submissions,f1_reversals,f2_reversals,f1_ctrl_time,f2_ctrl_time,f1_head_strike_atts,f1_head_strikes,f2_head_strike_atts,f2_head_strikes,f1_body_strike_atts,f1_body_strikes,f2_body_strike_atts,f2_body_strikes,f1_leg_strike_atts,f1_leg_strikes,f2_leg_strike_atts,f2_leg_strikes,f1_dist_strike_atts,f1_dist_strikes,f2_dist_strike_atts,f2_dist_strikes,f1_clinch_atts,f1_clinchs,f2_clinch_atts,f2_clinchs,f1_ground_atts,f1_grounds,f2_ground_atts,f2_grounds,result,fights_url,event_url
998,3516,Cody Durden,Bruno Silva,Flyweight,0,1,63,28,73,42,68,31,77,45,1,1,2,0,3,0,0,0,155,23,52,20,57,31,7,5,10,6,4,3,6,5,62,27,51,24,1,1,1,1,0,0,21,17,3516,http://www.ufcstats.com/fight-details/94541dd979e0b4bd,http://www.ufcstats.com/event-details/c11036da9162cb5f
2095,121,JeongYeong Lee,Hyder Amil,Featherweight,0,0,10,4,63,42,10,4,63,42,0,0,0,0,0,0,0,0,4,0,9,3,54,37,1,1,3,2,0,0,6,3,10,4,63,42,0,0,0,0,0,0,0,0,121,http://www.ufcstats.com/fight-details/6e6567a98ea78891,http://www.ufcstats.com/event-details/c11036da9162cb5f
655,73,Dooho Choi,Bill Algeo,Featherweight,0,0,35,21,49,17,47,32,74,38,3,2,3,2,3,0,0,1,93,189,28,15,36,11,3,3,5,3,4,3,8,3,30,17,45,14,4,3,2,2,1,1,2,1,655,http://www.ufcstats.com/fight-details/ec8bc554a0646638,http://www.ufcstats.com/event-details/c11036da9162cb5f
3064,2766,Loik Radzhabov,Trey Ogden,Lightweight,0,0,86,42,47,24,157,97,148,116,0,0,5,4,0,2,0,0,96,587,78,38,35,14,6,2,5,5,2,2,7,5,56,23,44,21,1,1,2,2,29,18,1,1,2766,http://www.ufcstats.com/fight-details/b3f1253d0a991791,http://www.ufcstats.com/event-details/c11036da9162cb5f
586,3035,Luana Carolina,Lucie Pudilova,Flyweight,0,0,167,94,114,43,199,114,145,62,1,0,4,2,0,0,0,0,41,125,101,45,86,25,35,23,23,16,31,26,5,2,142,73,93,27,25,21,21,16,0,0,0,0,586,http://www.ufcstats.com/fight-details/c3ef9edf73626521,http://www.ufcstats.com/event-details/c11036da9162cb5f
1270,656,Steve Garcia,SeungWoo Choi,Featherweight,1,0,27,15,15,9,34,18,16,9,1,0,0,0,0,0,0,0,37,0,19,10,13,7,5,2,0,0,3,3,2,2,19,9,15,9,2,1,0,0,6,5,0,0,1270,http://www.ufcstats.com/fight-details/120ec60ad18cf6c5,http://www.ufcstats.com/event-details/c11036da9162cb5f
3903,2953,Mohammed Usman,Thomas Petersen,Heavyweight,0,0,185,63,138,76,185,63,164,98,1,0,5,2,0,0,0,0,0,61,151,44,117,58,33,19,16,13,1,0,5,5,181,61,134,72,4,2,3,3,0,0,1,1,2953,http://www.ufcstats.com/fight-details/836e9bc5c1f6acd3,http://www.ufcstats.com/event-details/c11036da9162cb5f
2105,1742,Amanda Lemos,Virna Jandiroba,Strawweight,0,0,9,2,8,2,12,5,27,20,0,0,5,1,1,4,1,1,51,387,8,2,7,2,0,0,0,0,1,0,1,0,8,1,8,2,0,0,0,0,1,1,0,0,1742,http://www.ufcstats.com/fight-details/4a00db8aeff200a2,http://www.ufcstats.com/event-details/c11036da9162cb5f
1622,1994,Kurt Holobaugh,Kaynan Kruschewsky,Lightweight,0,0,171,92,156,89,275,171,195,115,4,1,3,3,0,2,1,0,321,167,131,58,120,61,30,25,35,27,10,9,1,1,141,74,114,53,30,18,33,28,0,0,9,8,1622,http://www.ufcstats.com/fight-details/9eaa33f874bbb999,http://www.ufcstats.com/event-details/c11036da9162cb5f
1895,1302,Brian Kelleher,Cody Gibson,Bantamweight,0,0,12,2,24,13,13,2,30,18,0,0,5,2,0,1,0,0,5,158,8,0,19,9,1,0,3,2,3,2,2,2,12,2,18,10,0,0,5,3,0,0,1,0,1302,http://www.ufcstats.com/fight-details/40c18c6d64463809,http://www.ufcstats.com/event-details/c11036da9162cb5f
2366,252,Miranda Maverick,Dione Barbosa,Flyweight,0,0,88,30,52,21,188,102,85,47,5,2,2,1,0,1,0,0,487,49,55,9,47,19,15,7,4,1,18,14,1,1,77,23,50,19,2,2,2,2,9,5,0,0,2366,http://www.ufcstats.com/fight-details/e655774643881e6c,http://www.ufcstats.com/event-details/c11036da9162cb5f
2655,741,Rose Namajunas,Tracy Cortez,Flyweight,1,0,180,96,198,58,215,119,233,85,5,5,5,2,0,0,0,0,396,58,146,66,162,31,20,17,17,14,14,13,19,13,175,93,189,52,5,3,9,6,0,0,0,0,2655,http://www.ufcstats.com/fight-details/1394ce1832ddefe0,http://www.ufcstats.com/event-details/66e0a70352fef46a
3097,476,Abdul Razak Alhassan,Cody Brundage,Middleweight,0,0,30,23,2,1,35,24,2,1,0,0,1,0,0,0,0,0,27,3,30,23,2,1,0,0,0,0,0,0,0,0,0,0,2,1,4,4,0,0,26,19,0,0,nc,http://www.ufcstats.com/fight-details/46fa8e79fe8a9539,http://www.ufcstats.com/event-details/66e0a70352fef46a
1752,1954,Jasmine Jasudavicius,Fatima Kline,Flyweight,0,0,89,40,81,39,165,93,94,48,6,4,1,1,1,0,0,0,468,52,65,25,73,32,18,9,6,5,6,6,2,2,70,27,74,33,6,4,4,3,13,9,3,3,1752,http://www.ufcstats.com/fight-details/582afc25875911d1,http://www.ufcstats.com/event-details/66e0a70352fef46a
1031,1172,Evan Elder,Darrius Flowers,Welterweight,0,0,86,45,60,24,104,61,65,26,1,0,2,1,1,0,1,1,121,28,51,17,37,12,33,27,13,5,2,1,10,7,60,29,56,21,5,3,4,3,21,13,0,0,1031,http://www.ufcstats.com/fight-details/25747d81ae5c6564,http://www.ufcstats.com/event-details/66e0a70352fef46a
3370,23,Luana Santos,Mariya Agapova,Flyweight,0,0,4,2,14,3,12,9,31,20,1,1,0,0,3,0,0,0,143,0,4,2,5,1,0,0,2,0,0,0,7,2,4,2,14,3,0,0,0,0,0,0,0,0,3370,http://www.ufcstats.com/fight-details/e06bfd0100eccbad,http://www.ufcstats.com/event-details/66e0a70352fef46a
390,2177,Gabriel Bonfim,Ange Loosa,Welterweight,0,0,225,101,153,52,232,106,166,60,1,1,13,4,0,0,0,0,10,155,182,64,125,37,38,32,19,7,5,5,9,8,204,85,144,45,20,16,2,2,1,0,7,5,390,http://www.ufcstats.com/fight-details/dad759ec50508147,http://www.ufcstats.com/event-details/66e0a70352fef46a
1211,2957,Josh Fremd,Andre Petroski,Middleweight,0,0,24,16,18,12,74,60,51,30,0,0,4,3,0,1,0,0,13,770,15,10,11,5,8,6,5,5,1,0,2,2,20,14,14,10,3,1,0,0,1,1,4,2,2957,http://www.ufcstats.com/fight-details/d8e8d41282fc90dc,http://www.ufcstats.com/event-details/66e0a70352fef46a
1065,3217,Julian Erosa,Christian Rodriguez,Featherweight,0,0,88,35,75,33,94,39,76,33,1,1,0,0,1,0,0,1,41,19,73,27,67,26,13,7,2,2,2,1,6,5,84,33,73,31,4,2,0,0,0,0,2,2,1065,http://www.ufcstats.com/fight-details/a63bb85cc39389c7,http://www.ufcstats.com/event-details/66e0a70352fef46a
3917,1798,Joshua Van,Charles Johnson,Flyweight,0,1,133,67,191,88,140,72,195,90,1,1,2,0,0,0,0,0,15,34,106,44,124,44,20,17,41,25,7,6,26,19,123,60,184,84,9,7,6,3,1,0,1,1,1798,http://www.ufcstats.com/fight-details/80108a70c4afa6c2,http://www.ufcstats.com/event-details/66e0a70352fef46a
931,3502,Drew Dober,Jean Silva,Lightweight,0,0,147,59,109,53,148,59,109,53,4,0,0,0,0,0,0,0,30,0,109,29,89,37,28,21,19,15,10,9,1,1,138,55,101,48,9,4,7,5,0,0,1,0,3502,http://www.ufcstats.com/fight-details/54de03e04f571735,http://www.ufcstats.com/event-details/66e0a70352fef46a
1736,363,Montel Jackson,Da'Mon Blackshear,Bantamweight,1,0,6,4,1,1,6,4,1,1,0,0,0,0,0,0,0,0,2,0,5,4,0,0,1,0,0,0,0,0,1,1,3,1,1,1,0,0,0,0,3,3,0,0,1736,http://www.ufcstats.com/fight-details/5eebde8fb4d67259,http://www.ufcstats.com/event-details/66e0a70352fef46a
3005,3309,Santiago Ponzinibbio,Muslim Salikhov,Welterweight,0,0,117,41,121,46,118,42,146,69,5,2,5,0,0,0,0,0,149,0,102,31,87,20,7,5,27,20,8,5,7,6,116,40,120,45,1,1,1,1,0,0,0,0,3309,http://www.ufcstats.com/fight-details/dff8e4ef87d69516,http://www.ufcstats.com/event-details/66e0a70352fef46a
2931,3030,Alex Pereira,Jiri Prochazka,Heavyweight,2,0,50,38,25,7,61,49,25,7,0,0,0,0,0,0,0,0,3,71,32,21,20,4,9,8,4,2,9,9,1,1,31,21,24,6,7,7,1,1,12,10,0,0,2931,http://www.ufcstats.com/fight-details/bca5d01f8775f852,http://www.ufcstats.com/event-details/f3743d8ef5dde970
3045,270,Joe Pyfer,Marc-Andre Barriault,Middleweight,1,0,10,8,5,0,10,8,5,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,2,1,1,0,3,3,1,0,9,7,5,0,0,0,0,0,1,1,0,0,3045,http://www.ufcstats.com/fight-details/daa6b47be304ec86,http://www.ufcstats.com/event-details/f3743d8ef5dde970
3723,1149,Cub Swanson,Andre Fili,Featherweight,0,0,111,62,147,67,140,90,151,70,2,0,11,2,0,0,0,0,29,230,86,43,118,49,11,7,22,13,14,12,7,5,101,53,126,52,10,9,21,15,0,0,0,0,1149,http://www.ufcstats.com/fight-details/08489fdfb56ee19c,http://www.ufcstats.com/event-details/f3743d8ef5dde970
493,648,Mayra Bueno Silva,Macy Chiasson,Bantamweight,0,0,59,46,85,50,66,53,99,64,4,0,1,1,0,0,0,0,79,108,34,24,59,27,22,20,16,13,3,2,10,10,32,21,52,22,25,23,23,18,2,2,10,10,648,http://www.ufcstats.com/fight-details/a571c622ab89b3d9,http://www.ufcstats.com/event-details/f3743d8ef5dde970
4038,3190,Michelle Waterson-Gomez,Gillian Robertson,Strawweight,0,0,52,21,105,77,75,41,156,122,1,1,6,2,0,2,0,0,19,754,48,19,94,67,3,1,9,9,1,1,2,1,37,9,24,10,4,3,0,0,11,9,81,67,3190,http://www.ufcstats.com/fight-details/2517029ff9c1a1a2,http://www.ufcstats.com/event-details/f3743d8ef5dde970
3571,938,Anthony Smith,Roman Dolidze,Heavyweight,0,0,93,51,185,100,93,51,188,103,0,0,3,1,0,0,0,0,0,213,67,27,135,61,4,4,16,12,22,20,34,27,93,51,132,65,0,0,4,3,0,0,49,32,938,http://www.ufcstats.com/fight-details/bf878c083a6b30ad,http://www.ufcstats.com/event-details/f3743d8ef5dde970
1686,2180,Dan Ige,Diego Lopes,Catch Weight Bout,0,0,77,42,100,49,103,67,143,90,1,0,3,1,0,1,0,0,99,246,67,34,74,32,5,4,14,8,5,4,12,9,53,24,85,38,4,3,14,10,20,15,1,1,2180,http://www.ufcstats.com/fight-details/fc8ad0c7fc70dde7,http://www.ufcstats.com/event-details/f3743d8ef5dde970
2232,2839,Ian Machado Garry,Michael Page,Welterweight,0,0,39,19,38,21,101,65,74,52,5,2,0,0,2,0,0,0,449,112,26,12,28,15,7,3,5,4,6,4,5,2,25,9,34,19,7,5,1,0,7,5,3,2,2232,http://www.ufcstats.com/fight-details/fbf77262d8da342b,http://www.ufcstats.com/event-details/f3743d8ef5dde970
1832,3502,Charles Jourdain,Jean Silva,Featherweight,0,2,46,23,55,34,48,24,56,35,7,3,0,0,0,0,0,0,77,9,26,6,47,26,14,11,7,7,6,6,1,1,39,17,31,14,5,5,19,16,2,1,5,4,3502,http://www.ufcstats.com/fight-details/2b7883b304b3df1c,http://www.ufcstats.com/event-details/f3743d8ef5dde970
3751,1293,Payton Talbott,Yanis Ghemmouri,Bantamweight,1,0,13,13,2,1,13,13,2,1,0,0,0,0,0,0,0,0,1,0,12,12,1,0,0,0,0,0,1,1,1,1,4,4,2,1,0,0,0,0,9,9,0,0,3751,http://www.ufcstats.com/fight-details/5f8a92f10e5451ce,http://www.ufcstats.com/event-details/f3743d8ef5dde970
3535,2787,Ricky Simon,Vinicius Oliveira,Bantamweight,0,0,96,42,237,96,98,44,237,96,11,2,1,1,0,0,0,0,31,16,76,26,184,53,16,12,24,20,4,4,29,23,93,40,234,94,3,2,2,1,0,0,1,1,2787,http://www.ufcstats.com/fight-details/bbe3d8a37a276511,http://www.ufcstats.com/event-details/f3743d8ef5dde970
172,488,Andrei Arlovski,Martin Buday,Heavyweight,0,0,119,74,84,54,147,98,199,165,1,0,0,0,0,0,0,0,298,160,69,34,51,24,33,26,27,25,17,14,6,5,97,54,48,23,22,20,36,31,0,0,0,0,488,http://www.ufcstats.com/fight-details/3bbc222130d9dac7,http://www.ufcstats.com/event-details/f3743d8ef5dde970
3863,1574,Rei Tsuruya,Carlos Hernandez,Flyweight,0,0,32,17,32,16,83,62,45,26,8,3,2,1,0,0,0,0,379,269,30,15,23,7,2,2,5,5,0,0,4,4,12,2,23,8,3,2,5,4,17,13,4,4,3863,http://www.ufcstats.com/fight-details/7856621db043423d,http://www.ufcstats.com/event-details/f3743d8ef5dde970
2895,3991,Sergei Pavlovich,Alexander Volkov,Heavyweight,0,0,134,46,159,83,134,46,160,83,1,0,0,0,0,0,0,0,15,0,120,38,89,35,13,7,28,16,1,1,42,32,134,46,159,83,0,0,0,0,0,0,0,0,3991,http://www.ufcstats.com/fight-details/cd3bb8a2824fbf22,http://www.ufcstats.com/event-details/b12a1d19ee383b7c
1238,3137,Magomed Gadzhiyasulov,Brendson Ribeiro,Heavyweight,0,0,39,26,35,17,135,93,51,29,5,5,6,3,0,1,0,1,599,116,25,15,19,6,4,4,4,4,10,7,12,7,23,12,29,13,4,4,5,3,12,10,1,1,1238,http://www.ufcstats.com/fight-details/0ac2da3dbaf2fce2,http://www.ufcstats.com/event-details/b12a1d19ee383b7c
4074,78,Robert Whittaker,Ikram Aliskerov,Middleweight,1,0,21,14,15,5,21,14,15,5,0,0,0,0,0,0,0,0,3,0,19,12,10,3,0,0,4,1,2,2,1,1,18,12,15,5,0,0,0,0,3,2,0,0,4074,http://www.ufcstats.com/fight-details/eba46dbf9cdd83c0,http://www.ufcstats.com/event-details/b12a1d19ee383b7c
2258,3857,Shara Magomedov,Antonio Trocoli,Middleweight,1,0,108,82,34,16,136,108,77,39,0,0,7,0,0,0,0,0,17,282,52,28,22,8,24,22,10,7,32,32,2,1,94,69,29,12,14,13,5,4,0,0,0,0,2258,http://www.ufcstats.com/fight-details/fbbf5391ea25521b,http://www.ufcstats.com/event-details/b12a1d19ee383b7c
1495,1369,Nasrat Haqparast,Jared Gordon,Lightweight,0,0,316,146,299,141,330,156,338,170,0,0,13,0,0,0,0,0,3,169,288,122,275,125,27,23,19,12,1,1,5,4,298,133,274,128,10,8,25,13,8,5,0,0,1495,http://www.ufcstats.com/fight-details/774fb0c0c1c2bc6a,http://www.ufcstats.com/event-details/b12a1d19ee383b7c
1867,1241,Kyung Ho Kang,Muin Gafurov,Bantamweight,0,0,35,12,71,47,152,119,144,110,11,3,3,1,0,0,0,1,296,398,28,8,45,27,4,2,14,10,3,2,12,10,33,11,47,25,1,0,6,6,1,1,18,16,1241,http://www.ufcstats.com/fight-details/8db5cf5df713a7e9,http://www.ufcstats.com/event-details/b12a1d19ee383b7c
2640,2151,Muhammad Naimov,Felipe Lima,Featherweight,0,0,85,30,70,37,120,55,98,62,5,1,2,1,0,1,0,0,156,66,60,14,37,10,15,6,19,14,10,10,14,13,72,26,60,31,7,2,10,6,6,2,0,0,2151,http://www.ufcstats.com/fight-details/8bd5f20f49434c65,http://www.ufcstats.com/event-details/b12a1d19ee383b7c
4004,2764,Johnny Walker,Volkan Oezdemir,Heavyweight,0,2,33,15,67,37,33,15,67,37,0,0,0,0,0,0,0,0,0,6,20,6,49,22,6,3,12,9,7,6,6,6,33,15,59,33,0,0,4,2,0,0,4,2,2764,http://www.ufcstats.com/fight-details/9d5f562e0572058c,http://www.ufcstats.com/event-details/b12a1d19ee383b7c
1105,815,Rinat Fakhretdinov,Nicolas Dalby,Welterweight,0,0,134,68,134,66,173,99,195,123,11,5,4,0,0,0,0,0,377,237,113,53,96,36,13,10,33,25,8,5,5,5,109,49,95,38,25,19,39,28,0,0,0,0,1105,http://www.ufcstats.com/fight-details/de1acb6803ab3f14,http://www.ufcstats.com/event-details/b12a1d19ee383b7c
1279,3211,Kelvin Gastelum,Daniel Rodriguez,Middleweight,0,0,238,112,265,127,250,123,273,132,4,4,0,0,0,0,0,0,167,0,193,77,214,82,20,14,41,36,25,21,10,9,226,105,265,127,0,0,0,0,12,7,0,0,1279,http://www.ufcstats.com/fight-details/8ddd53a7ed3754d5,http://www.ufcstats.com/event-details/b12a1d19ee383b7c
4134,2097,Xiao Long,ChangHo Lee,Bantamweight,0,0,103,68,119,84,187,135,228,173,5,2,9,2,0,0,0,0,379,108,49,27,47,28,46,33,68,54,8,8,4,2,44,26,33,18,59,42,86,66,0,0,0,0,2097,http://www.ufcstats.com/fight-details/c0d6feef69ccb330,http://www.ufcstats.com/event-details/b12a1d19ee383b7c
3375,4101,Jeka Saragih,Westin Wilson,Featherweight,0,0,8,4,1,0,9,4,3,2,1,0,3,1,0,3,0,0,53,35,6,2,1,0,1,1,0,0,1,1,0,0,5,3,1,0,0,0,0,0,3,1,0,0,4101,http://www.ufcstats.com/fight-details/e47523ac32bfa24c,http://www.ufcstats.com/event-details/9c5828c6fd9dc948
1588,173,Brady Hiestand,Garrett Armfield,Bantamweight,0,1,50,22,83,49,76,42,94,59,13,6,0,0,3,1,0,1,336,177,39,14,73,41,10,7,10,8,1,1,0,0,44,18,43,22,6,4,6,5,0,0,34,22,1588,http://www.ufcstats.com/fight-details/fea3a0643218e16b,http://www.ufcstats.com/event-details/9c5828c6fd9dc948
86,1797,Asu Almabayev,Jose Johnson,Flyweight,0,0,29,20,21,5,109,77,79,58,11,6,1,1,4,1,1,0,684,63,19,12,16,3,3,3,4,1,7,5,1,1,10,4,18,4,5,5,2,1,14,11,1,0,86,http://www.ufcstats.com/fight-details/3b1438e9ec64990e,http://www.ufcstats.com/event-details/9c5828c6fd9dc948
1167,2286,Jimmy Flick,Nate Maness,Flyweight,0,0,75,37,168,89,80,41,234,139,8,1,0,0,2,2,0,0,161,263,26,8,135,63,35,21,23,17,14,8,10,9,64,28,131,64,11,9,26,19,0,0,11,6,2286,http://www.ufcstats.com/fight-details/6f31285305881fe3,http://www.ufcstats.com/event-details/9c5828c6fd9dc948
1840,1127,Carli Judice,Gabriella Fernandes,Flyweight,0,0,323,169,234,119,345,186,245,126,4,2,8,2,0,0,0,0,64,160,251,110,198,89,55,42,25,21,17,17,11,9,297,149,200,95,26,20,34,24,0,0,0,0,1127,http://www.ufcstats.com/fight-details/19ef5890b20f903a,http://www.ufcstats.com/event-details/9c5828c6fd9dc948
1961,3002,Josefine Knutsson,Julia Polastri,Strawweight,0,0,244,124,122,64,271,145,152,86,0,0,3,3,0,1,1,0,43,274,173,68,83,38,43,31,29,19,28,25,10,7,220,109,91,43,19,12,6,3,5,3,25,18,1961,http://www.ufcstats.com/fight-details/06713afc60301c0c,http://www.ufcstats.com/event-details/9c5828c6fd9dc948
3055,1221,Josh Quinlan,Adam Fugitt,Welterweight,0,0,126,53,205,80,126,53,205,80,0,0,2,0,0,0,0,0,0,0,93,25,131,29,14,11,59,40,19,17,15,11,126,53,204,80,0,0,1,0,0,0,0,0,1221,http://www.ufcstats.com/fight-details/ab7bc93bdf4132c4,http://www.ufcstats.com/event-details/9c5828c6fd9dc948
2940,3741,Alex Perez,Tatsuro Taira,Flyweight,0,0,77,41,66,31,81,45,78,43,1,1,2,2,0,0,0,0,24,48,49,22,57,25,13,10,4,2,15,9,5,4,64,31,59,28,13,10,7,3,0,0,0,0,3741,http://www.ufcstats.com/fight-details/7f14be4e45bca6bd,http://www.ufcstats.com/event-details/9c5828c6fd9dc948
752,2737,Melquizael Costa,Shayilan Nuerdanbieke,Featherweight,0,0,35,16,8,6,106,76,28,20,2,2,10,4,2,1,1,2,180,386,20,8,6,4,10,5,1,1,5,3,1,1,22,8,6,4,7,5,2,2,6,3,0,0,752,http://www.ufcstats.com/fight-details/94f5b35b2b6c72b1,http://www.ufcstats.com/event-details/9c5828c6fd9dc948
3529,1779,Douglas Silva de Andrade,Miles Johns,Bantamweight,0,0,119,36,96,50,119,36,98,52,1,0,3,0,0,0,0,0,7,5,80,21,82,37,21,6,7,6,18,9,7,7,118,36,96,50,1,0,0,0,0,0,0,0,1779,http://www.ufcstats.com/fight-details/6bdb93f9b4581bf6,http://www.ufcstats.com/event-details/9c5828c6fd9dc948
787,95,Timmy Cuamba,Lucas Almeida,Featherweight,0,1,116,59,196,70,136,73,220,91,5,2,0,0,0,0,0,0,138,47,87,35,153,43,17,14,28,13,12,10,15,14,100,48,190,65,0,0,3,2,16,11,3,3,95,http://www.ufcstats.com/fight-details/78a7bf038e56881d,http://www.ufcstats.com/event-details/9c5828c6fd9dc948
3063,3021,Charles Radtke,Carlos Prates,Welterweight,0,1,27,14,36,15,48,33,36,15,2,0,0,0,0,0,0,0,23,0,19,7,19,5,4,3,10,4,4,4,7,6,26,13,36,15,1,1,0,0,0,0,0,0,3021,http://www.ufcstats.com/fight-details/8afe89f5c451b372,http://www.ufcstats.com/event-details/cba3a2dfbc06ce79
2094,860,Andrea Lee,Montana De La Rosa,Flyweight,0,0,152,75,180,70,201,115,206,88,2,0,6,3,0,1,2,0,128,129,109,37,156,53,31,29,17,12,12,9,7,5,129,58,161,62,16,13,16,5,7,4,3,3,860,http://www.ufcstats.com/fight-details/a91fdb21a7ff52e5,http://www.ufcstats.com/event-details/cba3a2dfbc06ce79
2530,1951,Thiago Moises,Ludovit Klein,Lightweight,0,2,60,24,104,56,62,25,153,86,8,0,1,1,1,0,0,0,69,188,37,7,69,24,7,3,23,20,16,14,12,12,55,22,78,45,5,2,6,4,0,0,20,7,1951,http://www.ufcstats.com/fight-details/251983e1bdae20fe,http://www.ufcstats.com/event-details/cba3a2dfbc06ce79
953,3828,Rayanne dos Santos,Puja Tomar,Strawweight,0,0,150,84,199,95,152,86,203,99,3,0,0,0,0,0,0,0,49,11,92,47,112,29,46,29,59,50,12,8,28,16,144,79,194,94,6,5,5,1,0,0,0,0,3828,http://www.ufcstats.com/fight-details/b20640f9b2634de1,http://www.ufcstats.com/event-details/cba3a2dfbc06ce79
2310,3109,Julian Marquez,Zach Reese,Middleweight,0,1,1,1,9,6,1,1,9,6,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,1,1,1,1,0,0,1,1,4,2,0,0,0,0,0,0,5,4,3109,http://www.ufcstats.com/fight-details/3b12094dd48c2dc5,http://www.ufcstats.com/event-details/cba3a2dfbc06ce79
2589,1336,Eduarda Moura,Denise Gomes,Strawweight,0,0,47,18,88,50,66,27,184,137,26,5,1,0,0,1,0,2,396,140,40,12,46,19,5,4,30,22,2,2,12,9,39,12,60,31,6,5,22,17,2,1,6,2,1336,http://www.ufcstats.com/fight-details/790a8cd528233e50,http://www.ufcstats.com/event-details/cba3a2dfbc06ce79
227,3606,Miguel Baeza,Punahele Soriano,Welterweight,0,0,12,7,175,144,33,22,394,331,2,0,6,5,3,0,0,0,47,658,1,0,158,129,8,6,15,13,3,1,2,2,9,5,7,3,3,2,5,5,0,0,163,136,3606,http://www.ufcstats.com/fight-details/393f9bc7b51791a6,http://www.ufcstats.com/event-details/cba3a2dfbc06ce79
3125,1739,Dominick Reyes,Dustin Jacoby,Heavyweight,2,0,33,20,16,6,33,20,16,6,0,0,0,0,0,0,0,0,3,0,26,15,7,1,4,3,1,0,3,2,8,5,24,16,16,6,3,2,0,0,6,2,0,0,3125,http://www.ufcstats.com/fight-details/2d12ae4683bbf433,http://www.ufcstats.com/event-details/cba3a2dfbc06ce79
3647,2046,Cody Stamann,Taylor Lapilus,Bantamweight,0,0,143,59,180,100,150,64,190,107,6,1,0,0,0,0,0,0,204,27,101,23,132,60,33,28,31,25,9,8,17,15,125,47,162,84,18,12,18,16,0,0,0,0,2046,http://www.ufcstats.com/fight-details/753735b48b1c20b9,http://www.ufcstats.com/event-details/cba3a2dfbc06ce79
1135,3680,Brunno Ferreira,Dustin Stoltzfus,Middleweight,1,0,36,24,40,18,40,27,44,20,0,0,2,1,0,2,0,0,10,91,27,16,34,12,7,6,4,4,2,2,2,2,33,22,34,13,3,2,3,3,0,0,3,2,1135,http://www.ufcstats.com/fight-details/dcc0c53100fa1dd2,http://www.ufcstats.com/event-details/cba3a2dfbc06ce79
608,2298,John Castaneda,Daniel Marcos,Bantamweight,0,1,123,60,171,98,134,68,177,101,5,1,0,0,0,0,0,0,132,57,75,26,131,71,16,9,31,21,32,25,9,6,122,59,150,81,1,1,20,17,0,0,1,0,2298,http://www.ufcstats.com/fight-details/e976815e397c40e1,http://www.ufcstats.com/event-details/cba3a2dfbc06ce79
562,1695,Jared Cannonier,Nassourdine Imavov,Middleweight,0,0,109,64,134,82,152,102,159,106,1,1,3,2,0,0,0,0,378,70,81,42,112,61,11,9,17,16,17,13,5,5,100,58,114,64,9,6,19,17,0,0,1,1,1695,http://www.ufcstats.com/fight-details/052f53e006b28132,http://www.ufcstats.com/event-details/cba3a2dfbc06ce79
3245,3876,Raul Rosas Jr.,Ricky Turcios,Bantamweight,0,0,9,3,15,7,34,25,78,64,7,4,0,0,1,1,1,0,349,52,7,2,10,3,0,0,1,1,2,1,4,3,8,2,14,6,0,0,1,1,1,1,0,0,3245,http://www.ufcstats.com/fight-details/b34abcfe4c2e8a57,http://www.ufcstats.com/event-details/cba3a2dfbc06ce79
1880,523,Brad Katona,Jesse Butler,Bantamweight,0,0,113,68,82,30,217,148,90,32,3,3,0,0,0,0,0,0,650,0,101,59,63,16,6,3,14,9,6,6,5,5,56,27,82,30,1,1,0,0,56,40,0,0,1880,http://www.ufcstats.com/fight-details/4c0adccb34c1d995,http://www.ufcstats.com/event-details/cba3a2dfbc06ce79
2272,2999,Islam Makhachev,Dustin Poirier,Lightweight,0,0,156,88,183,74,222,147,218,104,16,5,0,0,2,0,0,0,623,30,148,81,159,53,7,7,20,18,1,0,4,3,136,71,157,51,14,11,26,23,6,6,0,0,2272,http://www.ufcstats.com/fight-details/1a0031e2072f21b6,http://www.ufcstats.com/event-details/6e4acc2c115215b5
1614,2778,Kevin Holland,Michal Oleksiejczuk,Middleweight,0,0,17,8,18,8,17,8,19,9,0,0,0,0,1,0,0,0,16,31,13,5,15,5,4,3,3,3,0,0,0,0,17,8,13,6,0,0,0,0,0,0,5,2,1614,http://www.ufcstats.com/fight-details/605c16fa5a803b15,http://www.ufcstats.com/event-details/6e4acc2c115215b5
1247,1468,Mickey Gall,Bassil Hafez,Welterweight,0,0,143,83,201,95,153,93,210,101,2,1,5,3,0,0,0,0,8,72,126,70,187,83,17,13,9,7,0,0,5,5,136,78,194,91,6,4,4,1,1,1,3,3,1468,http://www.ufcstats.com/fight-details/7d9bb6fda0ea1ee0,http://www.ufcstats.com/event-details/6e4acc2c115215b5
